Product,Tab Name,Data Visualization,Data Viz Calculation,Enterprise Data Dictionary Table,Enterprise Data Dictionary Field,Enterprise DD Data Type,Data Point Calculation,Data Dictionary Table,Data Dictionary Field,DD Data Type,Source Type,Source Data Collection,Source Table,Source Column Name,Source Data Type
InsightFlow,Denial Management,Total Denied Claims,SUM(Charges) WHERE isRejected GROUP BY ServiceDateMonth,dbo.transactions,Charges,float,,dbo.factClaims,ClaimAmount,float,PMS,Ethizo,BillingCharges,ChargeAmount,float
InsightFlow,Denial Management,Total Denied Claims,SUM(Charges) WHERE isRejected GROUP BY ServiceDateMonth,dbo.claims,Denied,int,,dbo.factClaims,isDenied,tinyint,PMS,Ethizo,BillingCharges,ClaimStatus,tinyint
InsightFlow,Denial Management,Total Denied Claims,SUM(Charges) WHERE isRejected GROUP BY ServiceDateMonth,dbo.transactions,Service Date,date,,dbo.factBillingCharges,ServiceStartDate,date,PMS,Ethizo,BillingCharges,ChargeDOS,date
InsightFlow,Denial Management,Total Denied Claims,COUNT(Claim ID) WHERE isRejected GROUP BY ServiceDateMonth,dbo.claims,Insurance Claim ID,int,,dbo.factClaims,ClaimKey,bigint,PMS,Ethizo,dimClaim,Id,bigint
InsightFlow,Denial Management,Total Denied Claims (Operations),SUM(Charges) WHERE isRejected AND Operations = '<filter>' GROUP BY ServiceDateMonth,dbo.provider,Operations,varchar(100),,primarycare.dimProvider,DefaultProviderServiceSiteName,varchar(50),PMS,Ethizo,,,
InsightFlow,Denial Management,Total Denied Claims (Operations),SUM(Charges) WHERE isRejected AND Operations = '<filter>' GROUP BY ServiceDateMonth,dbo.transactions,Charges,float,,dbo.factClaims,ClaimAmount,float,PMS,Ethizo,BillingCharges,ChargeAmount,float
InsightFlow,Denial Management,Total Denied Claims (Operations),SUM(Charges) WHERE isRejected AND Operations = '<filter>' GROUP BY ServiceDateMonth,dbo.claims,Denied,int,,dbo.factClaims,isDenied,tinyint,PMS,Ethizo,BillingCharges,ClaimStatus,tinyint
InsightFlow,Denial Management,Total Denied Claims (Operations),SUM(Charges) WHERE isRejected AND Operations = '<filter>' GROUP BY ServiceDateMonth,dbo.transactions,Service Date,date,,dbo.factBillingCharges,ServiceStartDate,date,PMS,Ethizo,BillingCharges,ChargeDOS,date
InsightFlow,Denial Management,Total Denied Claims (Operations),SUM(Charges) WHERE isRejected AND Operations = '<filter>' GROUP BY ServiceDateMonth,dbo.claims,Insurance Claim ID,int,,dbo.factClaims,ClaimKey,bigint,PMS,Ethizo,dimClaim,Id,bigint
InsightFlow,Denial Management,Total Denied Claims (Location),SUM(Charges) WHERE isRejected AND Location = '<filter>' GROUP BY ServiceDateMonth,dbo.provider,Location,varchar(400),,primarycare.dimProvider,ProviderCity,varchar(100),PMS,Ethizo,,,
InsightFlow,Denial Management,Total Denied Claims (Location),SUM(Charges) WHERE isRejected AND Location = '<filter>' GROUP BY ServiceDateMonth,dbo.transactions,Charges,float,,dbo.factClaims,ClaimAmount,float,PMS,Ethizo,BillingCharges,ChargeAmount,float
InsightFlow,Denial Management,Total Denied Claims (Location),SUM(Charges) WHERE isRejected AND Location = '<filter>' GROUP BY ServiceDateMonth,dbo.claims,Denied,int,,dbo.factClaims,isDenied,tinyint,PMS,Ethizo,BillingCharges,ClaimStatus,tinyint
InsightFlow,Denial Management,Total Denied Claims (Location),SUM(Charges) WHERE isRejected AND Location = '<filter>' GROUP BY ServiceDateMonth,dbo.transactions,Service Date,date,,dbo.factBillingCharges,ServiceStartDate,date,PMS,Ethizo,BillingCharges,ChargeDOS,date
InsightFlow,Denial Management,Total Denied Claims (Location),SUM(Charges) WHERE isRejected AND Location = '<filter>' GROUP BY ServiceDateMonth,dbo.claims,Insurance Claim ID,int,,dbo.factClaims,ClaimKey,bigint,PMS,Ethizo,dimClaim,Id,bigint
InsightFlow,Denial Management,Total Denied Claims (Segment),SUM(Charges) WHERE isRejected AND Segment = '<filter>' GROUP BY ServiceDateMonth,dbo.provider,Segment,varchar(400),,dbo.dimVisit,EncounterPrimaryPlanSubCategory,string,PMS,Ethizo,Encounters,PrimaryPlanSubCategory,string
InsightFlow,Denial Management,Total Denied Claims (Segment),SUM(Charges) WHERE isRejected AND Segment = '<filter>' GROUP BY ServiceDateMonth,dbo.transactions,Charges,float,,dbo.factClaims,ClaimAmount,float,PMS,Ethizo,BillingCharges,ChargeAmount,float
InsightFlow,Denial Management,Total Denied Claims (Segment),SUM(Charges) WHERE isRejected AND Segment = '<filter>' GROUP BY ServiceDateMonth,dbo.claims,Denied,int,,dbo.factClaims,isDenied,tinyint,PMS,Ethizo,BillingCharges,ClaimStatus,tinyint
InsightFlow,Denial Management,Total Denied Claims (Segment),SUM(Charges) WHERE isRejected AND Segment = '<filter>' GROUP BY ServiceDateMonth,dbo.transactions,Service Date,date,,dbo.factBillingCharges,ServiceStartDate,date,PMS,Ethizo,BillingCharges,ChargeDOS,date
InsightFlow,Denial Management,Total Denied Claims (Segment),SUM(Charges) WHERE isRejected AND Segment = '<filter>' GROUP BY ServiceDateMonth,dbo.claims,Insurance Claim ID,int,,dbo.factClaims,ClaimKey,bigint,PMS,Ethizo,dimClaim,Id,bigint
InsightFlow,Denial Management,Total Denied Claims (Payer Type),SUM(Charges) WHERE isRejected AND Payer Type = '<filter>' GROUP BY ServiceDateMonth,dbo.payer,Payer Type,varchar(50),,dbo.dimPayment,PayerFinancialClass,string,PMS,Ethizo,PaymentTransactions,FinancialClass,string
InsightFlow,Denial Management,Total Denied Claims (Payer Type),SUM(Charges) WHERE isRejected AND Payer Type = '<filter>' GROUP BY ServiceDateMonth,dbo.transactions,Charges,float,,dbo.factClaims,ClaimAmount,float,PMS,Ethizo,BillingCharges,ChargeAmount,float
InsightFlow,Denial Management,Total Denied Claims (Payer Type),SUM(Charges) WHERE isRejected AND Payer Type = '<filter>' GROUP BY ServiceDateMonth,dbo.claims,Denied,int,,dbo.factClaims,isDenied,tinyint,PMS,Ethizo,BillingCharges,ClaimStatus,tinyint
InsightFlow,Denial Management,Total Denied Claims (Payer Type),SUM(Charges) WHERE isRejected AND Payer Type = '<filter>' GROUP BY ServiceDateMonth,dbo.transactions,Service Date,date,,dbo.factBillingCharges,ServiceStartDate,date,PMS,Ethizo,BillingCharges,ChargeDOS,date
InsightFlow,Denial Management,Total Denied Claims (Payer Type),SUM(Charges) WHERE isRejected AND Payer Type = '<filter>' GROUP BY ServiceDateMonth,dbo.claims,Insurance Claim ID,int,,dbo.factClaims,ClaimKey,bigint,PMS,Ethizo,dimClaim,Id,bigint
InsightFlow,Denial Management,Total Denied Claims (Payer),SUM(Charges) WHERE isRejected AND Payer = '<filter>' GROUP BY ServiceDateMonth,dbo.payer,Insurance Name,varchar(50),,primarycare.dimInsurance,InsuranceName,varchar(100),PMS,Ethizo,,,
InsightFlow,Denial Management,Total Denied Claims (Payer),SUM(Charges) WHERE isRejected AND Payer = '<filter>' GROUP BY ServiceDateMonth,dbo.transactions,Charges,float,,dbo.factClaims,ClaimAmount,float,PMS,Ethizo,BillingCharges,ChargeAmount,float
InsightFlow,Denial Management,Total Denied Claims (Payer),SUM(Charges) WHERE isRejected AND Payer = '<filter>' GROUP BY ServiceDateMonth,dbo.claims,Denied,int,,dbo.factClaims,isDenied,tinyint,PMS,Ethizo,BillingCharges,ClaimStatus,tinyint
InsightFlow,Denial Management,Total Denied Claims (Payer),SUM(Charges) WHERE isRejected AND Payer = '<filter>' GROUP BY ServiceDateMonth,dbo.transactions,Service Date,date,,dbo.factBillingCharges,ServiceStartDate,date,PMS,Ethizo,BillingCharges,ChargeDOS,date
InsightFlow,Denial Management,Total Denied Claims (Payer),SUM(Charges) WHERE isRejected AND Payer = '<filter>' GROUP BY ServiceDateMonth,dbo.claims,Insurance Claim ID,int,,dbo.factClaims,ClaimKey,bigint,PMS,Ethizo,dimClaim,Id,bigint
InsightFlow,Denial Management,Total Denied Claims (Lob),SUM(Charges) WHERE isRejected AND LOB = '<filter>' GROUP BY ServiceDateMonth,dbo.payer,Lob,varchar(100),,dbo.dimLocationHierarchy,LOB,varchar(400),PMS,Ethizo,Encounters,PrimaryPlanCategory,string
InsightFlow,Denial Management,Total Denied Claims (Lob),SUM(Charges) WHERE isRejected AND LOB = '<filter>' GROUP BY ServiceDateMonth,dbo.transactions,Charges,float,,dbo.factClaims,ClaimAmount,float,PMS,Ethizo,BillingCharges,ChargeAmount,float
InsightFlow,Denial Management,Total Denied Claims (Lob),SUM(Charges) WHERE isRejected AND LOB = '<filter>' GROUP BY ServiceDateMonth,dbo.claims,Denied,int,,dbo.factClaims,isDenied,tinyint,PMS,Ethizo,BillingCharges,ClaimStatus,tinyint
InsightFlow,Denial Management,Total Denied Claims (Lob),SUM(Charges) WHERE isRejected AND LOB = '<filter>' GROUP BY ServiceDateMonth,dbo.transactions,Service Date,date,,dbo.factBillingCharges,ServiceStartDate,date,PMS,Ethizo,BillingCharges,ChargeDOS,date
InsightFlow,Denial Management,Total Denied Claims (Lob),SUM(Charges) WHERE isRejected AND LOB = '<filter>' GROUP BY ServiceDateMonth,dbo.claims,Insurance Claim ID,int,,dbo.factClaims,ClaimKey,bigint,PMS,Ethizo,dimClaim,Id,bigint
InsightFlow,Denial Management,Top Preventable Denials,SUM(Charges) WHERE isDenied AND in ServiceDates GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.transactions,Charges,float,,dbo.factClaims,ClaimAmount,float,PMS,Ethizo,BillingCharges,ChargeAmount,float
InsightFlow,Denial Management,Top Preventable Denials,SUM(Charges) WHERE isDenied AND in ServiceDates GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.claims,Denied,int,,dbo.factClaims,isDenied,tinyint,PMS,Ethizo,BillingCharges,ClaimStatus,tinyint
InsightFlow,Denial Management,Top Preventable Denials,SUM(Charges) WHERE isDenied AND in ServiceDates GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.transactions,Service Date,date,,dbo.factBillingCharges,ServiceStartDate,date,PMS,Ethizo,BillingCharges,ChargeDOS,date
InsightFlow,Denial Management,Top Preventable Denials,SUM(Charges) WHERE isDenied AND in ServiceDates GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.claims,Denial Reason,int,,dbo.dimPayment,AdjustmentCode,string,PMS,Ethizo,PaymentTransactions,AdjustmentCode,string
InsightFlow,Denial Management,Top Preventable Denials (Operations),SUM(Charges) WHERE isDenied AND in ServiceDates AND Operations = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.provider,Operations,varchar(100),,primarycare.dimProvider,DefaultProviderServiceSiteName,varchar(50),PMS,Ethizo,,,
InsightFlow,Denial Management,Top Preventable Denials (Operations),SUM(Charges) WHERE isDenied AND in ServiceDates AND Operations = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.transactions,Charges,float,,dbo.factClaims,ClaimAmount,float,PMS,Ethizo,BillingCharges,ChargeAmount,float
InsightFlow,Denial Management,Top Preventable Denials (Operations),SUM(Charges) WHERE isDenied AND in ServiceDates AND Operations = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.claims,Denied,int,,dbo.factClaims,isDenied,tinyint,PMS,Ethizo,BillingCharges,ClaimStatus,tinyint
InsightFlow,Denial Management,Top Preventable Denials (Operations),SUM(Charges) WHERE isDenied AND in ServiceDates AND Operations = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.transactions,Service Date,date,,dbo.factBillingCharges,ServiceStartDate,date,PMS,Ethizo,BillingCharges,ChargeDOS,date
InsightFlow,Denial Management,Top Preventable Denials (Operations),SUM(Charges) WHERE isDenied AND in ServiceDates AND Operations = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.claims,Denial Reason,int,,dbo.dimPayment,AdjustmentCode,string,PMS,Ethizo,PaymentTransactions,AdjustmentCode,string
InsightFlow,Denial Management,Top Preventable Denials (Location),SUM(Charges) WHERE isDenied AND in ServiceDates AND Location = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.provider,Location,varchar(400),,primarycare.dimProvider,ProviderCity,varchar(100),PMS,Ethizo,,,
InsightFlow,Denial Management,Top Preventable Denials (Location),SUM(Charges) WHERE isDenied AND in ServiceDates AND Location = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.transactions,Charges,float,,dbo.factClaims,ClaimAmount,float,PMS,Ethizo,BillingCharges,ChargeAmount,float
InsightFlow,Denial Management,Top Preventable Denials (Location),SUM(Charges) WHERE isDenied AND in ServiceDates AND Location = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.claims,Denied,int,,dbo.factClaims,isDenied,tinyint,PMS,Ethizo,BillingCharges,ClaimStatus,tinyint
InsightFlow,Denial Management,Top Preventable Denials (Location),SUM(Charges) WHERE isDenied AND in ServiceDates AND Location = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.transactions,Service Date,date,,dbo.factBillingCharges,ServiceStartDate,date,PMS,Ethizo,BillingCharges,ChargeDOS,date
InsightFlow,Denial Management,Top Preventable Denials (Location),SUM(Charges) WHERE isDenied AND in ServiceDates AND Location = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.claims,Denial Reason,int,,dbo.dimPayment,AdjustmentCode,string,PMS,Ethizo,PaymentTransactions,AdjustmentCode,string
InsightFlow,Denial Management,Top Preventable Denials (Segment),SUM(Charges) WHERE isDenied AND in ServiceDates AND Segment = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.provider,Segment,varchar(400),,dbo.dimVisit,EncounterPrimaryPlanSubCategory,string,PMS,Ethizo,Encounters,PrimaryPlanSubCategory,string
InsightFlow,Denial Management,Top Preventable Denials (Segment),SUM(Charges) WHERE isDenied AND in ServiceDates AND Segment = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.transactions,Charges,float,,dbo.factClaims,ClaimAmount,float,PMS,Ethizo,BillingCharges,ChargeAmount,float
InsightFlow,Denial Management,Top Preventable Denials (Segment),SUM(Charges) WHERE isDenied AND in ServiceDates AND Segment = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.claims,Denied,int,,dbo.factClaims,isDenied,tinyint,PMS,Ethizo,BillingCharges,ClaimStatus,tinyint
InsightFlow,Denial Management,Top Preventable Denials (Segment),SUM(Charges) WHERE isDenied AND in ServiceDates AND Segment = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.transactions,Service Date,date,,dbo.factBillingCharges,ServiceStartDate,date,PMS,Ethizo,BillingCharges,ChargeDOS,date
InsightFlow,Denial Management,Top Preventable Denials (Segment),SUM(Charges) WHERE isDenied AND in ServiceDates AND Segment = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.claims,Denial Reason,int,,dbo.dimPayment,AdjustmentCode,string,PMS,Ethizo,PaymentTransactions,AdjustmentCode,string
InsightFlow,Denial Management,Top Preventable Denials (Payer Type),SUM(Charges) WHERE isDenied AND in ServiceDates AND Payer Type = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.payer,Payer Type,varchar(50),,dbo.dimPayment,PayerFinancialClass,string,PMS,Ethizo,PaymentTransactions,FinancialClass,string
InsightFlow,Denial Management,Top Preventable Denials (Payer Type),SUM(Charges) WHERE isDenied AND in ServiceDates AND Payer Type = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.transactions,Charges,float,,dbo.factClaims,ClaimAmount,float,PMS,Ethizo,BillingCharges,ChargeAmount,float
InsightFlow,Denial Management,Top Preventable Denials (Payer Type),SUM(Charges) WHERE isDenied AND in ServiceDates AND Payer Type = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.claims,Denied,int,,dbo.factClaims,isDenied,tinyint,PMS,Ethizo,BillingCharges,ClaimStatus,tinyint
InsightFlow,Denial Management,Top Preventable Denials (Payer Type),SUM(Charges) WHERE isDenied AND in ServiceDates AND Payer Type = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.transactions,Service Date,date,,dbo.factBillingCharges,ServiceStartDate,date,PMS,Ethizo,BillingCharges,ChargeDOS,date
InsightFlow,Denial Management,Top Preventable Denials (Payer Type),SUM(Charges) WHERE isDenied AND in ServiceDates AND Payer Type = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.claims,Denial Reason,int,,dbo.dimPayment,AdjustmentCode,string,PMS,Ethizo,PaymentTransactions,AdjustmentCode,string
InsightFlow,Denial Management,Top Preventable Denials (Payer),SUM(Charges) WHERE isDenied AND in ServiceDates AND Payer = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.payer,Insurance Name,varchar(50),,primarycare.dimInsurance,InsuranceName,varchar(100),PMS,Ethizo,,,
InsightFlow,Denial Management,Top Preventable Denials (Payer),SUM(Charges) WHERE isDenied AND in ServiceDates AND Payer = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.transactions,Charges,float,,dbo.factClaims,ClaimAmount,float,PMS,Ethizo,BillingCharges,ChargeAmount,float
InsightFlow,Denial Management,Top Preventable Denials (Payer),SUM(Charges) WHERE isDenied AND in ServiceDates AND Payer = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.claims,Denied,int,,dbo.factClaims,isDenied,tinyint,PMS,Ethizo,BillingCharges,ClaimStatus,tinyint
InsightFlow,Denial Management,Top Preventable Denials (Payer),SUM(Charges) WHERE isDenied AND in ServiceDates AND Payer = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.transactions,Service Date,date,,dbo.factBillingCharges,ServiceStartDate,date,PMS,Ethizo,BillingCharges,ChargeDOS,date
InsightFlow,Denial Management,Top Preventable Denials (Payer),SUM(Charges) WHERE isDenied AND in ServiceDates AND Payer = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.claims,Denial Reason,int,,dbo.dimPayment,AdjustmentCode,string,PMS,Ethizo,PaymentTransactions,AdjustmentCode,string
InsightFlow,Denial Management,Top Preventable Denials (Lob),SUM(Charges) WHERE isDenied AND in ServiceDates AND LOB = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.payer,Lob,varchar(100),,dbo.dimLocationHierarchy,LOB,varchar(400),PMS,Ethizo,Encounters,PrimaryPlanCategory,string
InsightFlow,Denial Management,Top Preventable Denials (Lob),SUM(Charges) WHERE isDenied AND in ServiceDates AND LOB = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.transactions,Charges,float,,dbo.factClaims,ClaimAmount,float,PMS,Ethizo,BillingCharges,ChargeAmount,float
InsightFlow,Denial Management,Top Preventable Denials (Lob),SUM(Charges) WHERE isDenied AND in ServiceDates AND LOB = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.claims,Denied,int,,dbo.factClaims,isDenied,tinyint,PMS,Ethizo,BillingCharges,ClaimStatus,tinyint
InsightFlow,Denial Management,Top Preventable Denials (Lob),SUM(Charges) WHERE isDenied AND in ServiceDates AND LOB = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.transactions,Service Date,date,,dbo.factBillingCharges,ServiceStartDate,date,PMS,Ethizo,BillingCharges,ChargeDOS,date
InsightFlow,Denial Management,Top Preventable Denials (Lob),SUM(Charges) WHERE isDenied AND in ServiceDates AND LOB = '<filter>' GROUP BY DenialReason ORDER BY Desc LIMIT 8,dbo.claims,Denial Reason,int,,dbo.dimPayment,AdjustmentCode,string,PMS,Ethizo,PaymentTransactions,AdjustmentCode,string
InsightFlow,Denial Management,Total Denied Charges,COUNT(Charges) WHERE isDenied AND in ServiceDates,dbo.transactions,Charges,float,,dbo.factClaims,ClaimAmount,float,PMS,Ethizo,BillingCharges,ChargeAmount,float
InsightFlow,Denial Management,Total Denied Charges,COUNT(Charges) WHERE isDenied AND in ServiceDates,dbo.claims,Denied,int,,dbo.factClaims,isDenied,tinyint,PMS,Ethizo,BillingCharges,ClaimStatus,tinyint
InsightFlow,Denial Management,Total Denied Charges,COUNT(Charges) WHERE isDenied AND in ServiceDates,dbo.transactions,Service Date,date,,dbo.factBillingCharges,ServiceStartDate,date,PMS,Ethizo,BillingCharges,ChargeDOS,date
InsightFlow,Denial Management,Total Denied Charges (Operations),COUNT(Charges) WHERE isDenied AND in ServiceDates AND Operations = '<filter>',dbo.provider,Operations,varchar(100),,primarycare.dimProvider,DefaultProviderServiceSiteName,varchar(50),PMS,Ethizo,,,
InsightFlow,Denial Management,Total Denied Charges (Operations),COUNT(Charges) WHERE isDenied AND in ServiceDates AND Operations = '<filter>',dbo.claims,Insurance Claim ID,int,,dbo.factClaims,ClaimKey,bigint,PMS,Ethizo,dimClaim,Id,bigint
InsightFlow,Denial Management,Total Denied Charges (Operations),COUNT(Charges) WHERE isDenied AND in ServiceDates AND Operations = '<filter>',dbo.claims,Denied,int,,dbo.factClaims,isDenied,tinyint,PMS,Ethizo,BillingCharges,ClaimStatus,tinyint
InsightFlow,Denial Management,Total Denied Charges (Operations),COUNT(Charges) WHERE isDenied AND in ServiceDates AND Operations = '<filter>',dbo.transactions,Service Date,date,,dbo.factBillingCharges,ServiceStartDate,date,PMS,Ethizo,BillingCharges,ChargeDOS,date
InsightFlow,Denial Management,Total Denied Charges (Location),COUNT(Charges) WHERE isDenied AND in ServiceDates AND Location = '<filter>',dbo.provider,Location,varchar(400),,primarycare.dimProvider,ProviderCity,varchar(100),PMS,Ethizo,,,
InsightFlow,Denial Management,Total Denied Charges (Location),COUNT(Charges) WHERE isDenied AND in ServiceDates AND Location = '<filter>',dbo.claims,Insurance Claim ID,int,,dbo.factClaims,ClaimKey,bigint,PMS,Ethizo,dimClaim,Id,bigint
InsightFlow,Denial Management,Total Denied Charges (Location),COUNT(Charges) WHERE isDenied AND in ServiceDates AND Location = '<filter>',dbo.claims,Denied,int,,dbo.factClaims,isDenied,tinyint,PMS,Ethizo,BillingCharges,ClaimStatus,tinyint
InsightFlow,Denial Management,Total Denied Charges (Location),COUNT(Charges) WHERE isDenied AND in ServiceDates AND Location = '<filter>',dbo.transactions,Service Date,date,,dbo.factBillingCharges,ServiceStartDate,date,PMS,Ethizo,BillingCharges,ChargeDOS,date
InsightFlow,Denial Management,Total Denied Charges (Segment),COUNT(Charges) WHERE isDenied AND in ServiceDates AND Segment = '<filter>',dbo.provider,Segment,varchar(400),,dbo.dimVisit,EncounterPrimaryPlanSubCategory,string,PMS,Ethizo,Encounters,PrimaryPlanSubCategory,string
InsightFlow,Denial Management,Total Denied Charges (Segment),COUNT(Charges) WHERE isDenied AND in ServiceDates AND Segment = '<filter>',dbo.claims,Insurance Claim ID,int,,dbo.factClaims,ClaimKey,bigint,PMS,Ethizo,dimClaim,Id,bigint
InsightFlow,Denial Management,Total Denied Charges (Segment),COUNT(Charges) WHERE isDenied AND in ServiceDates AND Segment = '<filter>',dbo.claims,Denied,int,,dbo.factClaims,isDenied,tinyint,PMS,Ethizo,BillingCharges,ClaimStatus,tinyint
InsightFlow,Denial Management,Total Denied Charges (Segment),COUNT(Charges) WHERE isDenied AND in ServiceDates AND Segment = '<filter>',dbo.transactions,Service Date,date,,dbo.factBillingCharges,ServiceStartDate,date,PMS,Ethizo,BillingCharges,ChargeDOS,date
InsightFlow,Denial Management,Total Denied Charges (Payer Type),COUNT(Charges) WHERE isDenied AND in ServiceDates AND Payer Type = '<filter>',dbo.payer,Payer Type,varchar(50),,dbo.dimPayment,PayerFinancialClass,string,PMS,Ethizo,PaymentTransactions,FinancialClass,string
InsightFlow,Denial Management,Total Denied Charges (Payer Type),COUNT(Charges) WHERE isDenied AND in ServiceDates AND Payer Type = '<filter>',dbo.claims,Insurance Claim ID,int,,dbo.factClaims,ClaimKey,bigint,PMS,Ethizo,dimClaim,Id,bigint
InsightFlow,Denial Management,Total Denied Charges (Payer Type),COUNT(Charges) WHERE isDenied AND in ServiceDates AND Payer Type = '<filter>',dbo.claims,Denied,int,,dbo.factClaims,isDenied,tinyint,PMS,Ethizo,BillingCharges,ClaimStatus,tinyint
InsightFlow,Denial Management,Total Denied Charges (Payer Type),COUNT(Charges) WHERE isDenied AND in ServiceDates AND Payer Type = '<filter>',dbo.transactions,Service Date,date,,dbo.factBillingCharges,ServiceStartDate,date,PMS,Ethizo,BillingCharges,ChargeDOS,date
InsightFlow,Denial Management,Total Denied Charges (Payer),COUNT(Charges) WHERE isDenied AND in ServiceDates AND Payer = '<filter>',dbo.payer,Insurance Name,varchar(50),,primarycare.dimInsurance,InsuranceName,varchar(100),PMS,Ethizo,,,
InsightFlow,Denial Management,Total Denied Charges (Payer),COUNT(Charges) WHERE isDenied AND in ServiceDates AND Payer = '<filter>',dbo.claims,Insurance Claim ID,int,,dbo.factClaims,ClaimKey,bigint,PMS,Ethizo,dimClaim,Id,bigint
InsightFlow,Denial Management,Total Denied Charges (Payer),COUNT(Charges) WHERE isDenied AND in ServiceDates AND Payer = '<filter>',dbo.claims,Denied,int,,dbo.factClaims,isDenied,tinyint,PMS,Ethizo,BillingCharges,ClaimStatus,tinyint
InsightFlow,Denial Management,Total Denied Charges (Payer),COUNT(Charges) WHERE isDenied AND in ServiceDates AND Payer = '<filter>',dbo.transactions,Service Date,date,,dbo.factBillingCharges,ServiceStartDate,date,PMS,Ethizo,BillingCharges,ChargeDOS,date
InsightFlow,Denial Management,Total Denied Charges (Lob),COUNT(Charges) WHERE isDenied AND in ServiceDates AND LOB = '<filter>',dbo.payer,Lob,varchar(100),,dbo.dimLocationHierarchy,LOB,varchar(400),PMS,Ethizo,Encounters,PrimaryPlanCategory,string
InsightFlow,Denial Management,Total Denied Charges (Lob),COUNT(Charges) WHERE isDenied AND in ServiceDates AND LOB = '<filter>',dbo.claims,Insurance Claim ID,int,,dbo.factClaims,ClaimKey,bigint,PMS,Ethizo,dimClaim,Id,bigint
InsightFlow,Denial Management,Total Denied Charges (Lob),COUNT(Charges) WHERE isDenied AND in ServiceDates AND LOB = '<filter>',dbo.claims,Denied,int,,dbo.factClaims,isDenied,tinyint,PMS,Ethizo,BillingCharges,ClaimStatus,tinyint
InsightFlow,Denial Management,Total Denied Charges (Lob),COUNT(Charges) WHERE isDenied AND in ServiceDates AND LOB = '<filter>',dbo.transactions,Service Date,date,,dbo.factBillingCharges,ServiceStartDate,date,PMS,Ethizo,BillingCharges,ChargeDOS,date
InsightFlow,Denial Management,Denial Rate,(COUNT(InsuranceClaimID) WHERE isDenied) / (COUNT(InsuranceClaimID)WHERE isSubmitted) in ServiceDates,dbo.claims,Insurance Claim ID,int,,dbo.factClaims,ClaimKey,bigint,PMS,Ethizo,dimClaim,Id,bigint
InsightFlow,Denial Management,Denial Rate,(COUNT(InsuranceClaimID) WHERE isDenied) / (COUNT(InsuranceClaimID)WHERE isSubmitted) in ServiceDates,dbo.claims,Denied,int,,dbo.factClaims,isDenied,tinyint,PMS,Ethizo,BillingCharges,ClaimStatus,tinyint
InsightFlow,Denial Management,Denial Rate,(COUNT(InsuranceClaimID) WHERE isDenied) / (COUNT(InsuranceClaimID)WHERE isSubmitted) in ServiceDates,dbo.claims,Submitted,int,,dbo.factClaims,isClaim,tinyint,PMS,Ethizo,n/a,n/a,tinyint
InsightFlow,Denial Management,Denial Rate,(COUNT(InsuranceClaimID) WHERE isDenied) / (COUNT(InsuranceClaimID)WHERE isSubmitted) in ServiceDates,dbo.transactions,Service Date,date,,dbo.factBillingCharges,ServiceStartDate,date,PMS,Ethizo,BillingCharges,ChargeDOS,date
